hh	qty	exp	nopurch	b1	b2	b3	b4	p1	p2	p3	p4	f1	f2	f3	f4	tripnum
1	0	9.5299997	1	0	0	0	0	.12	.090000004	.039999999	.090000004	0	0	1	0	100
1	0	.76999998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	101
1	0	6.3299999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	102
1	0	30.290001	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	103
1	0	8.2700005	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	104
1	0	108.07	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	105
1	0	21.43	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	106
1	0	41.23	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	107
1	0	23.620001	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	108
1	0	41.77	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	109
1	0	42.799999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	110
1	0	3.48	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	111
1	0	5.8600001	1	0	0	0	0	.12	.079999998	.059999999	.090000004	0	0	0	0	112
1	0	10.57	1	0	0	0	0	.13	.090000004	.059999999	.090000004	0	0	0	0	113
1	0	28.74	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	114
1	0	62.75	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	115
1	0	5.5799999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	116
1	0	5.0900002	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	117
1	0	8.8900003	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	118
1	0	19.1	1	0	0	0	0	.090000004	.090000004	.059999999	.090000004	1	0	0	0	119
1	0	1.62	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	120
1	0	19.98	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	121
1	0	22.610001	1	0	0	0	0	.12	.090000004	.059999999	.079999998	1	0	0	0	122
1	2	33.950001	0	0	0	0	1	.11	.090000004	.050000001	.079999998	0	0	0	0	123
1	0	38.740002	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	124
1	0	58.34	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	125
1	0	2.3900001	1	0	0	0	0	.12	.090000004	.059999999	.090000004	1	0	0	0	126
1	0	2.0899999	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	127
1	0	13.32	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	128
1	0	23.75	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	129
1	0	15.77	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	130
1	0	19.76	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	131
1	0	9.5900002	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	132
1	0	60.41	1	0	0	0	0	.079999998	.090000004	.050000001	.079999998	1	0	0	0	133
1	0	9.6499996	1	0	0	0	0	.11	.050000001	.039999999	.079999998	0	1	0	0	134
1	0	32.32	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	135
1	0	46.560001	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	136
1	0	1.99	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	137
1	0	21.139999	1	0	0	0	0	.11	.090000004	.039999999	.079999998	0	0	0	0	138
1	0	12.05	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	139
1	0	76.620003	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	140
1	0	16.66	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	141
1	0	16.780001	1	0	0	0	0	.090000004	.090000004	.050000001	.090000004	0	0	0	0	142
1	0	56.259998	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	143
1	0	10.39	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	144
1	0	15.59	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	145
1	0	27.09	1	0	0	0	0	.12	.07	.050000001	.079999998	0	0	0	0	146
1	0	60.830002	1	0	0	0	0	.079999998	.090000004	.050000001	.059999999	0	0	0	1	147
1	0	1.49	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	148
1	0	27.5	1	0	0	0	0	.12	.090000004	.059999999	.059999999	0	0	0	1	149
1	0	39.98	1	0	0	0	0	.12	.090000004	.059999999	.059999999	0	0	0	1	150
1	0	41.939999	1	0	0	0	0	.11	.090000004	.059999999	.039999999	0	0	0	0	151
1	0	19.629999	1	0	0	0	0	.11	.090000004	.059999999	.039999999	0	0	0	0	152
1	0	3.6700001	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	153
1	0	.5	1	0	0	0	0	.12	.059999999	.059999999	.079999998	0	1	0	0	154
1	0	58.139999	1	0	0	0	0	.11	.090000004	.059999999	.079999998	0	0	0	0	155
1	0	38.650002	1	0	0	0	0	.12	.059999999	.059999999	.079999998	0	0	1	0	156
1	0	8.9899998	1	0	0	0	0	.12	.07	.059999999	.079999998	0	0	0	0	157
1	0	22.73	1	0	0	0	0	.12	.07	.059999999	.079999998	0	0	0	0	158
1	0	85.849998	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	159
1	0	45.509998	1	0	0	0	0	.12	.090000004	.059999999	.079999998	0	0	0	0	160
1	0	12.95	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	161
1	0	21.51	1	0	0	0	0	.11	.090000004	.059999999	.059999999	0	0	0	0	162
1	0	7.8099999	1	0	0	0	0	.1	.079999998	.029999999	.079999998	0	0	0	0	163
1	0	21.280001	1	0	0	0	0	.12	.090000004	.059999999	.07	1	0	0	0	164
1	0	48.59	1	0	0	0	0	.11	.090000004	.039999999	.059999999	0	0	1	0	165
1	0	26.700001	1	0	0	0	0	.11	.090000004	.059999999	.059999999	0	0	0	0	166
1	0	72.580002	1	0	0	0	0	.11	.090000004	.059999999	.079999998	0	0	0	0	167
1	0	6.75	1	0	0	0	0	.059999999	.059999999	.059999999	.059999999	0	0	0	0	168
1	0	20.73	1	0	0	0	0	.11	.090000004	.059999999	.079999998	0	0	0	0	169
2	1	3.6900001	0	1	0	0	0	.11	.1	.050000001	.079999998	0	0	0	0	1
2	1	50.93	0	1	0	0	0	.11	.1	.050000001	.079999998	0	0	0	0	2
2	1	18.35	0	1	0	0	0	.11	.1	.050000001	.079999998	0	0	0	0	3
2	1	31.91	0	1	0	0	0	.11	.1	.050000001	.079999998	0	0	0	0	4
2	0	34.299999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	5
2	0	36.919998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	6
2	0	12.77	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	7
2	0	3.5999999	1	0	0	0	0	.11	.079999998	.059999999	.079999998	0	0	0	0	8
2	0	11.64	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	9
2	0	19.799999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	10
2	0	49.279999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	11
2	6	25.27	0	0	0	0	1	.11	.079999998	.050000001	.090000004	0	0	0	0	12
2	2	35.700001	0	0	0	0	1	.11	.079999998	.050000001	.090000004	0	0	0	0	13
2	0	15.14	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	14
2	0	3.74	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	15
2	0	12	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	16
2	2	30.65	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	17
2	0	12.74	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	18
2	0	48.040001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	19
2	0	22.25	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	20
2	0	25.9	1	0	0	0	0	.12	.07	.050000001	.090000004	0	0	0	0	21
2	0	24.040001	1	0	0	0	0	.12	.07	.050000001	.090000004	0	0	0	0	22
2	0	24.75	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	23
2	8	58.259998	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	24
2	8	24.459999	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	25
2	6	46.73	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	26
2	0	46.509998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	27
2	2	24.43	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	28
2	4	16.49	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	29
2	4	4.2600002	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	30
2	2	67.230003	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	31
2	2	15.14	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	32
2	0	9.1800003	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	33
2	0	49.380001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	34
2	7	27.440001	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	35
2	0	24.200001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	36
2	0	7	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	37
2	0	14.67	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	38
2	0	38.360001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	39
2	1	5.9400001	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	40
2	1	29.870001	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	41
2	1	39.169998	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	42
2	0	32.369999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	43
2	0	46.860001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	44
2	14	30.040001	0	0	0	0	1	.11	.079999998	.050000001	.079999998	0	0	0	0	45
2	0	22.48	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	1	0	0	46
2	0	7.8299999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	1	0	0	47
2	0	52.77	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	1	0	0	48
2	0	20.52	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	49
2	0	33.939999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	50
2	0	42.389999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	51
2	0	16.09	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	52
2	0	62.490002	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	53
2	0	19.83	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	54
2	0	17.469999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	55
2	0	65.709999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	56
2	0	27.58	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	57
2	0	31.83	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	58
2	0	30.049999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	59
2	0	36.5	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	60
2	0	4.1700001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	61
2	0	7.4299998	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	62
2	0	49.950001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	63
2	0	22.309999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	64
2	0	20.299999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	65
2	0	3.0799999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	66
2	0	40.759998	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	67
2	0	49.860001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	68
2	0	6.6599998	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	69
2	0	58.84	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	70
2	0	6.54	1	0	0	0	0	.12	.079999998	.050000001	.079999998	0	0	0	0	71
2	0	5.3800001	1	0	0	0	0	.11	.13	.059999999	.079999998	0	0	0	0	72
2	0	30.200001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	73
2	0	66.059998	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	74
2	0	25.610001	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	1	0	0	75
2	0	29.440001	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	1	0	0	76
2	0	24.1	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	1	0	0	77
2	0	23.440001	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	78
2	0	20.799999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	79
2	0	7.6599998	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	80
2	0	31.58	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	81
2	0	27.75	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	82
2	0	33.57	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	83
2	0	51.880001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	84
2	0	13.73	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	85
2	0	73.860001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	86
2	0	1.17	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	87
2	0	18.530001	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	88
2	0	9.5900002	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	89
2	0	20.040001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	90
2	0	30.82	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	91
2	0	12.64	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	92
2	0	48.27	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	1	0	0	93
2	0	57.130001	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	1	0	0	94
2	0	7.8200002	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	95
2	0	27.51	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	96
2	0	36.790001	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	97
2	0	27.25	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	98
2	0	19.379999	1	0	0	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	99
2	0	58.07	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	100
2	0	10.88	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	101
2	0	49.48	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	1	0	0	102
2	0	22.110001	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	103
2	0	37.889999	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	104
2	0	19.25	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	105
2	0	5.4200001	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	106
2	0	4.3600001	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	107
2	0	86.879997	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	0	0	0	108
2	0	16.059999	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	109
2	0	33.150002	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	110
2	0	15.33	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	111
2	0	3.6900001	1	0	0	0	0	.11	.090000004	.059999999	.079999998	0	0	1	0	112
2	0	61.5	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	113
2	0	13.89	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	114
2	0	48.459999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	115
2	0	17.82	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	116
2	0	24.01	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	117
2	0	21.43	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	118
2	0	57.790001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	119
2	0	9.8500004	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	120
2	0	11.32	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	121
2	0	34.91	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	122
2	0	40.130001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	123
2	0	39.43	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	124
2	0	35.049999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	125
2	0	53.880001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	126
2	0	23.68	1	0	0	0	0	.059999999	.090000004	.050000001	.07	0	0	0	1	127
2	0	96.290001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	128
2	0	11.75	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	129
