msno,user_tenure,subscription_status,monthly_hours,cum_hours,auto_renewal,transaction_date,membership_expire_date,price
+11B25EvZGuHP6rkQ5/C56dlYxN79WyGSjiCoHK7axU=,16,active,0.8035052777777778,49.14380444444444,1.0,20161204.0,20170104.0,99.0
+11B25EvZGuHP6rkQ5/C56dlYxN79WyGSjiCoHK7axU=,17,active,1.5245669444444445,49.947309722222215,1.0,20170104.0,20170204.0,99.0
+11B25EvZGuHP6rkQ5/C56dlYxN79WyGSjiCoHK7axU=,18,active,0.0,51.47187666666666,1.0,20170204.0,20170304.0,99.0
+11B25EvZGuHP6rkQ5/C56dlYxN79WyGSjiCoHK7axU=,19,active,0.0,51.47187666666666,1.0,20170304.0,20170404.0,99.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,0,active,36.03825333333333,0.0,0.0,20160514.0,20160613.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,1,active,15.383091666666667,36.03825333333333,0.0,20160614.0,20160714.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,2,active,14.938515833333334,51.421344999999995,0.0,20160719.0,20160818.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,3,active,25.600049166666665,66.35986083333333,0.0,20160823.0,20160922.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,4,active,36.09748138888889,91.95991,0.0,20160923.0,20161023.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,5,active,51.70277222222222,128.05739138888887,0.0,20161024.0,20161123.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,6,active,31.280180555555557,179.7601636111111,0.0,,,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,7,active,57.82573611111111,211.04034416666667,0.0,20161211.0,20170110.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,8,active,77.21549388888889,268.86608027777777,0.0,20170114.0,20170213.0,149.0
+19pK2MbFfs5+S94XPEgMmE76cmHGFruBgguswLEA0I=,9,active,5.437675277777778,346.08157416666666,0.0,20170228.0,20170330.0,149.0
+2DzyR2GVEAATrJu11hnn44H1P1xO/DMTjk4s5p+q38=,0,active,0.7415063888888889,0.0,1.0,20151130.0,20151231.0,149.0
+2DzyR2GVEAATrJu11hnn44H1P1xO/DMTjk4s5p+q38=,1,active,0.1439497222222222,0.7415063888888889,1.0,,,149.0
+2DzyR2GVEAATrJu11hnn44H1P1xO/DMTjk4s5p+q38=,2,churn,0.0,0.885456111111111,1.0,,,149.0
+54/eZEe9Nd1lbdTwdpUEVERW9Kk7fid8ekOKYIh/08=,0,active,0.1382627777777777,0.0,1.0,20161031.0,20161211.0,149.0
+54/eZEe9Nd1lbdTwdpUEVERW9Kk7fid8ekOKYIh/08=,1,active,0.0,0.1382627777777777,1.0,20161130.0,20170111.0,149.0
+54/eZEe9Nd1lbdTwdpUEVERW9Kk7fid8ekOKYIh/08=,2,active,0.0,0.1382627777777777,1.0,20161231.0,20170211.0,149.0
+54/eZEe9Nd1lbdTwdpUEVERW9Kk7fid8ekOKYIh/08=,3,active,1.8290211111111112,0.1382627777777777,1.0,20170131.0,20170311.0,149.0
+54/eZEe9Nd1lbdTwdpUEVERW9Kk7fid8ekOKYIh/08=,4,active,1.262450833333333,1.9672838888888888,1.0,20170228.0,20170411.0,149.0
+87VzTd1QmQ0ggSBIDWsKtEia1jqa4q3tzbJ/LXPf7k=,0,active,17.167691666666666,0.0,1.0,20161210.0,20170109.0,149.0
+87VzTd1QmQ0ggSBIDWsKtEia1jqa4q3tzbJ/LXPf7k=,1,active,17.461195,17.167691666666666,1.0,20170110.0,20170209.0,149.0
+87VzTd1QmQ0ggSBIDWsKtEia1jqa4q3tzbJ/LXPf7k=,2,active,14.440669444444445,34.628886666666666,1.0,20170210.0,20170309.0,149.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,0,active,37.3209975,0.0,1.0,20161016.0,20161116.0,99.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,1,active,73.97272833333334,37.3209975,1.0,,,99.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,2,active,58.101686666666666,111.29372583333333,1.0,20161116.0,20161216.0,99.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,3,active,72.95683583333333,169.39541250000002,1.0,20161216.0,20170116.0,99.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,4,active,86.75792527777777,242.35224833333334,1.0,20170116.0,20170216.0,99.0
+89kSnTimjHwz+CK4+hiuMQd6RKyqTJ6IwAAMxbHsA0=,5,active,29.14131722222222,329.1101736111111,1.0,20170216.0,20170316.0,99.0
+8Ks3eZ0+QrVODsjkvQZRNpyVYIXQmZrcQVdRJff7Ls=,0,active,42.69393916666667,0.0,1.0,20161017.0,20161116.0,149.0
+8Ks3eZ0+QrVODsjkvQZRNpyVYIXQmZrcQVdRJff7Ls=,1,active,62.788355833333334,42.69393916666667,1.0,20161116.0,20161216.0,149.0
+8Ks3eZ0+QrVODsjkvQZRNpyVYIXQmZrcQVdRJff7Ls=,2,active,20.39693388888889,105.482295,1.0,20161216.0,20170116.0,149.0
+8Ks3eZ0+QrVODsjkvQZRNpyVYIXQmZrcQVdRJff7Ls=,3,active,15.497215833333332,125.87922888888889,1.0,20170116.0,20170216.0,149.0
+8Ks3eZ0+QrVODsjkvQZRNpyVYIXQmZrcQVdRJff7Ls=,4,active,6.828569444444444,141.37644472222223,1.0,20170216.0,20170316.0,149.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,0,active,0.0120380555555555,0.0,1.0,20160130.0,20160229.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,1,active,0.0,0.0120380555555555,1.0,,,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,2,paused,0.0,0.0120380555555555,1.0,,,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,3,paused,0.0,0.0120380555555555,1.0,,,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,4,paused,0.0,0.0120380555555555,1.0,,,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,5,paused,0.0,0.0120380555555555,1.0,,,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,6,active,0.0,0.0120380555555555,1.0,20160731.0,20160831.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,7,active,0.0,0.0120380555555555,1.0,20160831.0,20160930.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,8,active,0.0,0.0120380555555555,1.0,20160930.0,20161031.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,9,active,0.0,0.0120380555555555,1.0,20161031.0,20161130.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,10,active,0.0,0.0120380555555555,1.0,20161130.0,20161231.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,11,active,0.0,0.0120380555555555,1.0,20161231.0,20170131.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,12,active,0.0,0.0120380555555555,1.0,20170131.0,20170228.0,99.0
+8V2zGPf2FOI5sNRzGR0GaoBSnzaPToAHJNWjlbI6BU=,13,active,0.0,0.0120380555555555,1.0,20170228.0,20170331.0,99.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,0,active,16.786314444444447,0.0,1.0,20160710.0,20160809.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,1,active,7.436905833333332,16.786314444444447,1.0,20160811.0,20160910.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,2,active,24.971515,24.223220277777777,1.0,20160911.0,20161010.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,3,active,29.234093055555554,49.19473527777778,1.0,20161011.0,20161110.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,4,active,35.67816111111111,78.42882833333334,1.0,20161111.0,20161210.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,5,active,44.514558055555554,114.10698944444445,1.0,20161211.0,20170110.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,6,active,53.12219722222222,158.6215475,1.0,20170111.0,20170210.0,180.0
+91bKc7dFxrbgpKcfO5eR9q9iExTHJV2gTgey8R558s=,7,active,20.659782777777778,211.74374472222223,1.0,20170211.0,20170310.0,180.0
+AXqdjtSQ8SNgkXNafoL233Ub8w83KTf80lcsFBAuJM=,0,active,53.57534833333333,0.0,1.0,20161228.0,20170131.0,99.0
+AXqdjtSQ8SNgkXNafoL233Ub8w83KTf80lcsFBAuJM=,1,active,97.76984138888889,53.57534833333333,1.0,20170131.0,20170228.0,99.0
+AXqdjtSQ8SNgkXNafoL233Ub8w83KTf80lcsFBAuJM=,2,active,1.0478644444444445,151.34518972222222,1.0,20170228.0,20170331.0,99.0
+AaQX4+pl96I8hQO0RmHoK7YnCWeA9oruZ+DNJeruag=,0,active,9.904909444444444,0.0,1.0,20161203.0,20170102.0,99.0
+AaQX4+pl96I8hQO0RmHoK7YnCWeA9oruZ+DNJeruag=,1,active,9.013185,9.904909444444444,1.0,20170102.0,20170202.0,99.0
+AaQX4+pl96I8hQO0RmHoK7YnCWeA9oruZ+DNJeruag=,2,active,2.072893888888889,18.918094444444442,1.0,20170302.0,20170402.0,99.0
+B9zvCeEpPhycIaubXJDWV9NVv1Kplc+9GIU+4b8NPA=,0,active,5.634628611111111,0.0,1.0,20170302.0,20170401.0,149.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,0,active,0.0,0.0,1.0,20150708.0,20150808.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,1,active,0.0,0.0,1.0,20150808.0,20150908.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,2,active,0.0,0.0,1.0,20150908.0,20151008.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,3,active,0.0,0.0,1.0,20151008.0,20151108.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,4,active,0.0,0.0,1.0,20151108.0,20151208.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,5,active,5.2483175,0.0,1.0,20151208.0,20160108.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,6,active,1.4126463888888887,5.2483175,1.0,20160108.0,20160208.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,7,active,2.1228838888888886,6.6609638888888885,1.0,20160208.0,20160308.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,8,active,4.811861944444444,8.783847777777776,1.0,20160308.0,20160408.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,9,active,2.164509444444444,13.595709722222221,1.0,20160408.0,20160508.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,10,active,7.970440833333333,15.760219166666666,1.0,20160508.0,20160608.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,11,active,7.212838333333333,23.73066,1.0,20160608.0,20160708.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,12,active,7.3301019444444435,30.94349833333333,1.0,20160708.0,20160808.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,13,active,2.8721372222222223,38.273600277777774,1.0,20160808.0,20160908.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,14,active,0.6325138888888887,41.145737499999996,1.0,20160908.0,20161008.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,15,active,15.384725,41.77825138888888,1.0,20161008.0,20161108.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,16,active,11.04504361111111,57.162976388888886,1.0,20161108.0,20161208.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,17,active,36.25451888888889,68.20801999999999,1.0,20161208.0,20170108.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,18,active,27.682281944444444,104.46253888888889,1.0,20170108.0,20170208.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,19,active,8.136591944444444,132.14482083333334,1.0,20170208.0,20170308.0,99.0
+Bg+QUrRnAPiz+X5gEYSWpC30wzm4nmprzFj4oMmedM=,20,active,0.2793977777777778,140.28141277777777,1.0,20170308.0,20170408.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,0,active,8.092245277777778,0.0,1.0,20150930.0,20151031.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,1,active,0.8031266666666667,8.092245277777778,1.0,,,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,2,active,37.58533083333334,8.895371944444445,1.0,20151130.0,20151231.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,3,active,13.627411666666665,46.48070277777778,1.0,20151231.0,20160131.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,4,active,54.22587166666666,60.10811444444445,1.0,20160131.0,20160229.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,5,active,54.95010694444444,114.33398611111112,1.0,20160229.0,20160331.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,6,active,17.481804166666667,169.28409305555556,1.0,20160331.0,20160430.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,7,active,7.0824936111111105,186.76589722222224,1.0,20160430.0,20160531.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,8,active,27.629249722222223,193.84839083333333,1.0,20160531.0,20160630.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,9,active,12.923306111111112,221.47764055555555,1.0,20160630.0,20160731.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,10,active,7.692356388888889,234.40094666666667,1.0,20160731.0,20160831.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,11,active,0.0,242.09330305555557,1.0,20160831.0,20160930.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,12,active,0.0,242.09330305555557,1.0,20160930.0,20161031.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,13,active,0.0,242.09330305555557,1.0,20161031.0,20161130.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,14,active,6.135144444444444,242.09330305555557,1.0,20161130.0,20161231.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,15,active,4.911529166666667,248.22844750000002,1.0,20161231.0,20170131.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,16,active,0.0,253.13997666666668,1.0,20170131.0,20170228.0,99.0
+BsRZ1Tuuotswa1cepCYJmJBDmJBZCYKcY+XASiRqF8=,17,active,0.0,253.13997666666668,1.0,20170228.0,20170331.0,99.0
+BujKWh56TqLSAVt2TfpILo99+1fOD0S3DayYJHNKtM=,0,active,2.188173611111111,0.0,0.0,20160904.0,20161004.0,149.0
+BujKWh56TqLSAVt2TfpILo99+1fOD0S3DayYJHNKtM=,1,active,0.0,2.188173611111111,0.0,,,149.0
+BujKWh56TqLSAVt2TfpILo99+1fOD0S3DayYJHNKtM=,2,churn,0.0,2.188173611111111,0.0,,,149.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,0,active,34.281104166666665,0.0,1.0,20160505.0,20160604.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,1,active,33.54469611111111,34.281104166666665,1.0,20160604.0,20160704.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,2,active,1.009273611111111,67.82580027777777,1.0,20160704.0,20160804.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,3,active,1.6718294444444441,68.83507388888889,1.0,20160804.0,20160904.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,4,active,17.85673583333333,70.50690333333333,1.0,20160904.0,20161004.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,5,active,16.37360111111111,88.36363916666666,1.0,20161004.0,20161104.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,6,active,18.138766944444445,104.73724027777777,1.0,20161104.0,20161204.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,7,active,50.53187444444444,122.87600722222221,1.0,20161204.0,20170104.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,8,active,66.80528722222222,173.40788166666664,1.0,20170104.0,20170204.0,129.0
+JTP6kAfW1kCN228Yg7AjvtGFkfi16yEIownPkAc1TA=,9,active,39.55717027777778,240.21316888888887,1.0,20170204.0,20170304.0,129.0
+Jxw9mIPfthYFpXuDk6Al9Z4pBXMc2RNL5hTxVJYgMo=,0,active,55.89351083333333,0.0,0.0,20170119.0,20170218.0,149.0
+Jxw9mIPfthYFpXuDk6Al9Z4pBXMc2RNL5hTxVJYgMo=,1,active,14.154586666666669,55.89351083333333,0.0,20170222.0,20170324.0,149.0
+MUoiK++RoxWS99hQIDffo7XlxLTwpsBXlwS6pR5mS4=,0,active,20.505845277777777,0.0,0.0,20160109.0,20160208.0,149.0
+MUoiK++RoxWS99hQIDffo7XlxLTwpsBXlwS6pR5mS4=,1,active,0.1238888888888888,20.505845277777777,0.0,,,149.0
+MUoiK++RoxWS99hQIDffo7XlxLTwpsBXlwS6pR5mS4=,2,churn,0.0,20.629734166666665,0.0,,,149.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,0,active,10.108449444444444,0.0,1.0,20160519.0,20160618.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,1,active,17.70088,10.108449444444444,1.0,20160618.0,20160718.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,2,active,15.513565833333335,27.809329444444444,1.0,20160718.0,20160818.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,3,active,6.629579722222222,43.32289527777778,1.0,20160818.0,20160918.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,4,active,5.829040555555556,49.95247500000001,1.0,20160918.0,20161018.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,5,active,8.76122111111111,55.78151555555556,1.0,20161018.0,20161118.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,6,active,8.548360555555554,64.54273666666667,1.0,20161118.0,20161218.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,7,active,3.484915277777778,73.09109722222223,1.0,20161218.0,20170118.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,8,active,1.2734930555555555,76.5760125,1.0,20170118.0,20170218.0,99.0
+O1xOK3rrtcyQJHPKaDHvs9hLYSg5aNULO5SzlMplUw=,9,active,0.0,77.84950555555555,1.0,20170218.0,20170318.0,99.0
+RDKP148KJIHUdUpQIOyymrJZZdzPSvFz6oOxLma3So=,0,active,0.79114,0.0,1.0,20151003.0,20151103.0,149.0
+RDKP148KJIHUdUpQIOyymrJZZdzPSvFz6oOxLma3So=,1,active,0.0,0.79114,1.0,,,149.0
+RDKP148KJIHUdUpQIOyymrJZZdzPSvFz6oOxLma3So=,2,churn,0.0,0.79114,1.0,,,149.0
+Srkh+Jgucd+aG9H5rJxVGKplxMdNiGH+xy4GeY0uhc=,0,active,24.308134166666665,0.0,0.0,20160717.0,20160816.0,180.0
+Srkh+Jgucd+aG9H5rJxVGKplxMdNiGH+xy4GeY0uhc=,1,active,0.0,24.308134166666665,0.0,,,180.0
+Srkh+Jgucd+aG9H5rJxVGKplxMdNiGH+xy4GeY0uhc=,2,churn,0.0,24.308134166666665,0.0,,,180.0
+YgVY4LDbteJ+5gc2CrgnSydQEe3P4cKz4dV3seqfrM=,0,active,133.91831472222222,0.0,0.0,20161206.0,20170108.0,149.0
+YgVY4LDbteJ+5gc2CrgnSydQEe3P4cKz4dV3seqfrM=,1,active,109.11870416666666,133.91831472222222,0.0,20170110.0,20170209.0,149.0
+YgVY4LDbteJ+5gc2CrgnSydQEe3P4cKz4dV3seqfrM=,2,active,70.25632944444445,243.0370188888889,0.0,20170210.0,20170312.0,149.0
+YotD91g1T03aUkz6w15B+3z7xAMBcfumLChGQpqaEc=,0,active,29.26237,0.0,1.0,20160614.0,20160713.0,149.0
+YotD91g1T03aUkz6w15B+3z7xAMBcfumLChGQpqaEc=,1,active,69.96208166666666,29.26237,1.0,20160714.0,20160813.0,149.0
+YotD91g1T03aUkz6w15B+3z7xAMBcfumLChGQpqaEc=,2,active,104.36873222222222,99.22445166666667,1.0,20160814.0,20160913.0,149.0
+YotD91g1T03aUkz6w15B+3z7xAMBcfumLChGQpqaEc=,3,active,13.346993055555556,203.5931838888889,1.0,20160914.0,20161013.0,149.0
+YotD91g1T03aUkz6w15B+3z7xAMBcfumLChGQpqaEc=,4,active,9.529436666666667,216.94017694444443,1.0,20161014.0,20161113.0,149.0
